slnoskm,Status,Address,Street_only, lat,long,Beds,bathsfull,bathshalf,bathstotal,sqft,garages,roof_Built-Up,roof_Concrete,roof_Shake,roof_Shingle,roof_Slate,roof_Tile,roof_Other,lotsqft,yrblt,pool_Community,pool_Private,pool_None,spa,subdivn,adom_agentdaysonmarket,cdom_cumuldaysmls,listprice,lppersqft,PendingDate,pd_dom,pd_moy,pd_year,sppersqft,datesold,ds_dom,ds_moy,ds_year,splsale,splsal_Auction,splsal_shortsale,splsale_BankOwnedREO,pricesold,days_on_market
345,Sold,9208 MEADOW LANE CT,MEADOW LANE CT,28.14050507,-82.33390261,4,3,0,3,2484,3,0,0,0,0,0,1,0,9000,1998,0,1,0,FALSE,HUNTERS GREEN PH 2,1,1,384900,154.95,6/5/2018,5,6,2018,154.95,7/6/2018,6,7,2018,None,0,0,0,384900,31
346,Sold,9303 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13169582,-82.33728193,4,3,0,3,2710,3,0,0,0,0,0,1,0,9960,1995,1,1,0,,HUNTERS GREEN,18,18,385000,142.07,4/6/2018,6,4,2018,142.07,5/21/2018,21,5,2018,None,0,0,0,385000,45
347,Sold,8704 CYPRESS MILL CT,CYPRESS MILL CT,28.13222651,-82.35670841,4,2,1,3,2950,3,0,0,0,0,0,0,1,10764,1994,0,1,0,,HUNTERS GREEN,62,62,389900,132.17,3/15/2017,15,3,2017,130.51,4/28/2017,28,4,2017,None,0,0,0,385000,44
348,Sold,17939 HOLLY BROOK DR,HOLLY BROOK DR,28.13475002,-82.35806953,4,3,0,3,2484,2,0,0,0,0,0,1,0,9150,1993,1,1,0,TRUE,HUNTERS GREEN,2,2,389900,156.96,5/6/2017,6,5,2017,155.8,6/14/2017,14,6,2017,None,0,0,0,387000,39
349,Sold,18103 COURTNEY BREEZE DR,COURTNEY BREEZE DR,28.13827409,-82.3349983,4,3,0,3,2680,3,0,0,0,0,0,1,0,11648,1995,0,1,0,TRUE,HUNTERS GREEN PH 1,3,3,389000,145.15,3/19/2019,19,3,2019,144.59,4/23/2019,23,4,2019,None,0,0,0,387500,35
350,Sold,9304 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13180274,-82.33746632,5,3,0,3,2608,3,0,0,0,0,0,1,0,9875,1993,0,1,0,FALSE,HUNTERS GREEN PRCL 14A PH 1,43,43,395000,151.46,7/25/2019,25,7,2019,149.16,8/26/2019,26,8,2019,None,0,0,0,389000,32
351,Sold,17530 EDINBURGH DR,EDINBURGH DR,28.12706445,-82.35788873,4,2,1,3,2909,3,0,0,0,1,0,0,0,11300,1989,0,1,0,FALSE,HUNTERS GREEN,95,95,389900,134.03,11/2/2018,2,11,2018,134.03,11/19/2018,19,11,2018,None,0,0,0,389900,17
352,Sold,18117 REGENTS SQUARE DR,REGENTS SQUARE DR,28.14017955,-82.33232521,4,3,1,4,3322,3,0,0,0,0,0,1,0,9317,1997,0,1,0,,HUNTERS GREEN PH 2,37,37,389900,117.37,3/15/2017,15,3,2017,117.37,4/14/2017,14,4,2017,None,0,0,0,389900,30
353,Sold,9219 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13993287,-82.33791011,5,3,0,3,2869,3,0,0,0,0,0,1,0,12150,1998,1,1,0,TRUE,HUNTERS GREEN,23,23,410000,142.91,9/12/2016,12,9,2016,135.94,10/14/2016,14,10,2016,None,0,0,0,390000,32
354,Sold,9305  CYPRESS BEND DR ,CYPRESS BEND DR,28.13379806,-82.33461023,4,3,0,3,2715,2,0,0,0,0,0,1,0,12000,1995,0,1,0,TRUE,HUNTERS GREEN,14,14,400000,147.33,4/15/2015,15,4,2015,143.65,5/26/2015,26,5,2015,None,0,0,0,390000,41
355,Sold,8733  TANTALLON CIR ,TANTALLON CIR,28.12593103,-82.35975788,5,4,0,4,2990,3,0,0,0,1,0,0,0,10800,1997,0,1,0,TRUE,HUNTERS GREEN,36,36,399900,133.75,1/22/2015,22,1,2015,130.43,2/26/2015,26,2,2015,None,0,0,0,390000,35
356,Sold,17515 EDINBURGH DR,EDINBURGH DR,28.12623457,-82.35811211,4,4,0,4,3920,3,0,0,0,1,0,0,0,10800,1991,0,1,0,TRUE,HUNTERS GREEN PA 3,11,11,415000,105.87,10/22/2016,22,10,2016,100,11/28/2016,28,11,2016,None,0,0,0,392000,37
357,Sold,17710 GREY EAGLE RD,GREY EAGLE RD,28.12782667,-82.35450699,4,3,0,3,2853,3,0,0,0,0,0,1,0,10875,1993,0,1,0,TRUE,HUNTERS GREEN,23,70,399000,139.85,7/19/2017,19,7,2017,137.57,9/1/2017,1,9,2017,None,0,0,0,392500,44
358,Sold,9328 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13215545,-82.33889951,5,3,0,3,2655,3,0,0,0,0,0,1,0,10004,1993,0,1,0,FALSE,HUNTERS GREEN PH 1,2,2,399500,150.47,10/13/2018,13,10,2018,148.02,11/16/2018,16,11,2018,None,0,0,0,393000,34
359,Sold,18105 COURTNEY BREEZE DR,COURTNEY BREEZE DR,28.1384526,-82.33485932,5,3,0,3,3044,3,0,0,0,0,0,1,0,9922,1995,0,0,1,FALSE,HUNTERS GREEN PH 1,117,263,399900,131.37,9/17/2019,17,9,2019,129.76,11/4/2019,4,11,2019,None,0,0,0,395000,48
360,Sold,18128  COURTNEY BREEZE DR ,COURTNEY BREEZE DR,28.14054266,-82.3341766,4,3,0,3,2557,3,0,0,0,0,0,1,0,21150,1997,0,1,0,TRUE,HUNTERS GREEN PH 2,57,57,395000,154.48,2/27/2016,27,2,2016,154.48,3/16/2016,16,3,2016,None,0,0,0,395000,18
361,Sold,17826  GREY BROOKE DR ,GREY BROOKE DR,28.13160814,-82.34791463,4,3,0,3,2861,2,0,0,0,0,0,1,0,10742,1989,0,1,0,TRUE,HUNTERS GREEN FOX CHASE,5,5,400000,139.81,3/12/2015,12,3,2015,138.06,5/15/2015,15,5,2015,None,0,0,0,395000,64
362,Sold,9307 CYPRESS BEND DR,CYPRESS BEND DR,28.13378721,-82.33454562,5,4,1,5,3590,3,0,0,0,0,0,1,0,14560,1997,0,1,0,,HUNTERS GREEN,163,163,420000,116.99,2/10/2018,10,2,2018,110.58,3/15/2018,15,3,2018,None,0,0,0,397000,33
363,Sold,9165 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13759404,-82.33895127,3,2,1,3,3011,2,0,0,0,0,0,1,0,12690,1996,1,1,0,,HUNTERS GREEN,62,62,399000,132.51,5/16/2017,16,5,2017,132.51,6/30/2017,30,6,2017,None,0,0,0,399000,45
364,Sold,17523 EDINBURGH DR,EDINBURGH DR,28.12698832,-82.35778605,5,3,0,3,2875,,0,0,0,1,0,0,0,9680,1997,1,1,0,TRUE,HUNTERS GREEN,12,12,399900,139.1,7/8/2017,8,7,2017,139.1,8/9/2017,9,8,2017,None,0,0,0,399900,32
365,Sold,17812 GREEN WILLOW DR,GREEN WILLOW DR,28.13157538,-82.35620198,4,3,0,3,2488,2,0,0,0,0,0,1,0,11550,1994,0,1,0,,HUNTERS GREEN,37,37,399900,160.73,2/29/2016,29,2,2016,160.73,4/2/2016,2,4,2016,None,0,0,0,399900,33
366,Sold,8820 HEATHER GLEN CT,HEATHER GLEN CT,28.12291201,-82.35527106,4,3,1,4,3120,2,0,0,0,0,0,1,0,15877,1992,0,1,0,TRUE,HUNTERS GREEN,10,10,399900,128.17,3/11/2018,11,3,2018,128.18,3/30/2018,30,3,2018,None,0,0,0,399910,19
367,Sold,17723 GREY EAGLE RD,GREY EAGLE RD,28.12803552,-82.35414942,4,3,0,3,2755,3,0,0,0,0,0,1,0,10044,1990,0,1,0,,HUNTERS GREEN,19,19,410000,148.82,9/20/2017,20,9,2017,145.19,10/20/2017,20,10,2017,None,0,0,0,400000,30
368,Sold,9150  HIGHLAND RIDGE WAY ,HIGHLAND RIDGE WAY,28.13670162,-82.34094133,4,3,0,3,2753,3,0,0,0,0,0,1,0,12376,1995,0,1,0,,HUNTERS GREEN,43,43,400000,145.3,5/19/2015,19,5,2015,145.3,6/30/2015,30,6,2015,None,0,0,0,400000,42
369,Sold,17515  EDINBURGH DR ,EDINBURGH DR,28.12623457,-82.35811211,4,3,0,3,3920,3,0,0,0,1,0,0,0,10800,1991,0,1,0,,HUNTERS GREEN PA 3,68,269,400000,102.04,3/6/2015,6,3,2015,102.04,4/2/2015,2,4,2015,None,0,0,0,400000,27
370,Sold,9327 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13251969,-82.33612484,5,3,0,3,2605,3,0,0,0,0,0,1,0,9680,1993,0,1,0,TRUE,HUNTERS GREEN PRCL 14A PH 1,8,8,409000,157.01,8/2/2019,2,8,2019,154.7,9/3/2019,3,9,2019,None,0,0,0,403000,32
371,Sold,9328 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13215545,-82.33889951,5,3,0,3,2655,3,0,0,0,0,0,1,0,10004,1993,0,1,0,FALSE,HUNTERS GREEN PRCL 14A PH 1,5,5,414900,156.27,10/15/2019,15,10,2019,152.54,11/12/2019,12,11,2019,None,0,0,0,405000,28
372,Sold,9346 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13282218,-82.33800532,5,3,0,3,2824,3,0,0,0,0,0,1,0,9840,1994,0,1,0,TRUE,HUNTERS GREEN PRCL 14A PH 2,43,43,409000,144.83,12/9/2019,9,12,2019,143.41,12/18/2019,18,12,2019,None,0,0,0,405000,9
373,Sold,9302 DEER CREEK DR,DEER CREEK DR,28.13398446,-82.33599075,4,3,0,3,2554,3,0,0,0,0,0,1,0,18648,1996,0,1,0,,HUNTERS GREEN,14,14,419000,164.06,6/6/2019,6,6,2019,158.57,7/10/2019,10,7,2019,None,0,0,0,405000,34
374,Sold,9342 WELLINGTON PARK CIR,WELLINGTON PARK CIR,28.13278092,-82.33829871,5,3,0,3,2697,2,0,0,0,0,0,1,0,15066,1993,0,1,0,,HUNTERS GREEN PH 2,12,12,419900,155.69,7/23/2018,23,7,2018,150.17,9/10/2018,10,9,2018,None,0,0,0,405000,49
375,Sold,8765 ASHWORTH DR,ASHWORTH DR,28.12130456,-82.35842436,4,3,0,3,3536,2,0,0,0,1,0,0,0,9882,1994,0,1,0,,HUNTERS GREEN,9,9,420000,118.78,4/5/2018,5,4,2018,114.54,5/31/2018,31,5,2018,None,0,0,0,405000,56
376,Sold,9317 DEER CREEK DR,DEER CREEK DR,28.13393045,-82.33711343,5,3,0,3,3141,3,0,0,0,0,0,1,0,13398,1997,0,1,0,,HUNTERS GREEN PH 2,7,7,419000,133.4,3/13/2016,13,3,2016,129.58,4/29/2016,29,4,2016,None,0,0,0,407000,47
377,Sold,9111  HIGHLAND RIDGE WAY ,HIGHLAND RIDGE WAY,28.1338931,-82.34498756,4,3,0,3,3310,3,0,0,0,0,0,1,0,19575,1994,0,1,0,TRUE,HUNTERS GREEN,103,103,429900,129.88,8/16/2015,16,8,2015,123.87,9/21/2015,21,9,2015,None,0,0,0,410000,36
378,Sold,8814 HEATHER GLEN CT,HEATHER GLEN CT,28.1229068,-82.35539951,4,2,2,4,2704,3,0,0,0,0,0,1,0,12528,1992,0,1,0,,HUNTERS GREEN HEATHER DOWNS,9,9,429000,158.65,11/10/2017,10,11,2017,152.55,12/14/2017,14,12,2017,None,0,0,0,412500,34
379,Sold,17410 HEATHER OAKS PL,HEATHER OAKS PL,28.12276917,-82.35581502,3,3,0,3,2912,3,0,0,0,0,0,1,0,11250,1993,0,1,0,FALSE,HUNTERS GREEN,98,98,429000,147.32,8/24/2019,24,8,2019,142.51,9/25/2019,25,9,2019,None,0,0,0,415000,32
380,Sold,17818 GREY BROOKE DR,GREY BROOKE DR,28.13130147,-82.34701779,4,3,0,3,2861,2,0,0,0,0,0,1,0,11830,1989,0,1,0,,HUNTERS GREEN,153,153,425000,148.55,5/30/2019,30,5,2019,145.05,7/15/2019,15,7,2019,None,0,0,0,415000,46
381,Sold,9106 CANBERLEY DR,CANBERLEY DR,28.13205874,-82.34594446,4,3,1,4,3145,3,0,0,0,0,0,1,0,12642,1989,0,1,0,,HUNTERS GREEN FOX CHASE,27,27,425000,135.14,7/12/2016,12,7,2016,131.96,8/4/2016,4,8,2016,None,0,0,0,415000,23
382,Sold,17515 EDINBURGH DR,EDINBURGH DR,28.12623457,-82.35811211,4,3,1,4,3920,3,0,0,0,1,0,0,0,10800,1991,0,1,0,FALSE,HUNTERS GREEN,1,98,425000,108.42,10/25/2019,25,10,2019,106.89,11/26/2019,26,11,2019,None,0,0,0,419000,32
383,Sold,17417 HEATHER OAKS PL,HEATHER OAKS PL,28.12297162,-82.35571979,4,3,0,3,2509,3,0,0,0,0,0,1,0,16160,1993,0,1,0,FALSE,HUNTERS GREEN,37,37,419900,167.36,1/7/2019,7,1,2019,167,2/14/2019,14,2,2019,None,0,0,0,419000,38
384,Sold,9114 CANBERLEY DR,CANBERLEY DR,28.13161183,-82.34549755,4,3,0,3,2876,2,0,0,0,0,0,1,0,11050,1989,0,1,0,,HUNTERS GREEN,49,49,430000,149.51,9/25/2017,25,9,2017,145.69,10/30/2017,30,10,2017,None,0,0,0,419000,35
385,Sold,9110 WOODRIDGE RUN DR,WOODRIDGE RUN DR,28.13576028,-82.34145992,4,3,0,3,3144,3,0,0,0,0,0,1,0,12150,1997,0,1,0,,HUNTERS GREEN,36,36,445000,141.54,3/20/2018,20,3,2018,133.59,5/15/2018,15,5,2018,None,0,0,0,420000,56
386,Sold,17815 HICKORY MOSS PL,HICKORY MOSS PL,28.13498886,-82.33583958,4,3,0,3,2585,3,0,0,0,0,0,1,0,14875,1995,0,1,0,TRUE,HUNTERS GREEN PARCEL 14 B PH 1,2,2,429000,165.96,3/8/2019,8,3,2019,163.83,4/5/2019,5,4,2019,None,0,0,0,423500,28
387,Sold,9312 DEER CREEK DR,DEER CREEK DR,28.13394357,-82.33661323,5,3,0,3,3099,3,0,0,0,0,0,1,0,12040,1996,1,1,0,TRUE,HUNTERS GREEN PH 2,6,6,449900,145.18,2/9/2018,9,2,2018,136.82,3/12/2018,12,3,2018,None,0,0,0,424000,31
388,Sold,9326 DEER CREEK DR,DEER CREEK DR,28.13370947,-82.33749501,5,2,1,3,3240,4,0,0,0,0,0,1,0,11390,1995,0,1,0,,HUNTERS GREEN,13,13,424000,130.86,1/24/2018,24,1,2018,130.86,3/15/2018,15,3,2018,None,0,0,0,424000,50
389,Sold,8701 WINDELSTRAW WAY,WINDELSTRAW WAY,28.12351803,-82.36063935,4,3,0,3,2905,3,0,0,0,1,0,0,0,19620,1993,0,1,0,,HUNTERS GREEN,0,0,425000,146.3,5/25/2018,25,5,2018,146.3,6/28/2018,28,6,2018,None,0,0,0,425000,34
390,Sold,17805 RIDGEWAY CT,RIDGEWAY CT,28.13479172,-82.34265939,4,3,0,3,2876,3,0,0,0,0,0,1,0,12285,1994,0,1,0,TRUE,HUNTERS GREEN,64,64,480000,166.9,6/4/2017,4,6,2017,147.77,7/7/2017,7,7,2017,None,0,0,0,425000,33
391,Sold,9106 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13369677,-82.34502986,4,3,0,3,2930,3,0,0,0,0,0,1,0,13050,1994,0,1,0,TRUE,HUNTERS GREEN,40,40,445900,152.18,4/20/2016,20,4,2016,145.05,6/17/2016,17,6,2016,None,0,0,0,425000,58
392,Sold,9108 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13387706,-82.34511702,4,3,0,3,2695,3,0,0,0,0,0,1,0,13050,1994,0,1,0,TRUE,HUNTERS GREEN,8,8,449900,166.94,3/23/2018,23,3,2018,158.44,4/6/2018,6,4,2018,None,0,0,0,427000,14
393,Sold,17521 EDINBURGH DR,EDINBURGH DR,28.12696561,-82.35779842,4,3,0,3,2789,3,0,0,0,1,0,0,0,9680,1994,0,1,0,TRUE,HUNTERS GREEN,5,5,434900,155.93,8/8/2018,8,8,2018,153.28,9/6/2018,6,9,2018,None,0,0,0,427500,29
394,Sold,17822 HICKORY MOSS PL,HICKORY MOSS PL,28.13513926,-82.33593837,4,3,0,3,2827,3,0,0,0,0,0,1,0,20532,1995,0,1,0,TRUE,HUNTERS GREEN PH 1,31,31,449900,159.14,7/21/2017,21,7,2017,151.93,9/15/2017,15,9,2017,None,0,0,0,429500,56
395,Sold,18132 REGENTS SQUARE DR,REGENTS SQUARE DR,28.14101172,-82.33207515,5,4,1,5,3242,3,0,0,0,0,0,1,0,15480,1996,0,1,0,FALSE,HUNTERS GREEN PRCL 19 PH 2,98,98,434900,134.15,6/28/2019,28,6,2019,132.63,8/26/2019,26,8,2019,None,0,0,0,430000,59
396,Sold,8758 ASHWORTH DR,ASHWORTH DR,28.12065344,-82.35916167,5,3,0,3,3701,3,0,0,0,1,0,0,0,8625,1995,0,1,0,FALSE,HUNTERS GREEN,19,19,449000,121.32,4/25/2019,25,4,2019,116.18,5/14/2019,14,5,2019,None,0,0,0,430000,19
397,Sold,8961 MAGNOLIA CHASE CIR,MAGNOLIA CHASE CIR,28.13063926,-82.34997679,4,2,1,3,3037,3,0,0,0,0,0,1,0,19200,1990,1,1,0,,HUNTERS GREEN,62,62,442500,145.7,6/13/2018,13,6,2018,141.59,7/13/2018,13,7,2018,None,0,0,0,430000,30
398,Sold,9176  HIGHLAND RIDGE WAY ,HIGHLAND RIDGE WAY,28.13863433,-82.33886193,4,3,1,4,3184,3,0,0,0,0,0,1,0,11500,1997,0,1,0,,HUNTERS GREEN,70,70,439900,138.16,6/24/2015,24,6,2015,135.05,7/27/2015,27,7,2015,None,0,0,0,430000,33
399,Sold,9322 DEER CREEK DR,DEER CREEK DR,28.13377636,-82.33724307,5,3,1,4,3120,3,0,0,0,0,0,1,0,13939,1995,0,1,0,,HUNTERS GREEN,7,7,439000,140.71,3/18/2016,18,3,2016,138.46,5/12/2016,12,5,2016,None,0,0,0,432000,55
400,Sold,17935  HOLLY BROOK DR ,HOLLY BROOK DR,28.13516411,-82.3582668,4,2,1,3,3340,3,0,0,0,0,0,1,0,12166,1992,1,1,0,TRUE,HUNTERS GREEN,41,41,445000,133.23,10/21/2015,21,10,2015,129.34,12/17/2015,17,12,2015,None,0,0,0,432000,57
401,Sold,18126 COURTNEY BREEZE DR,COURTNEY BREEZE DR,28.14052387,-82.3341766,4,3,0,3,2892,3,0,0,0,0,0,1,0,14400,1997,0,1,0,,HUNTERS GREEN PH 2,4,4,450000,155.6,3/31/2018,31,3,2018,150.41,6/4/2018,4,6,2018,None,0,0,0,435000,65
402,Sold,9114 WOODRIDGE RUN DR,WOODRIDGE RUN DR,28.13561637,-82.3413536,4,3,0,3,2943,3,0,0,0,0,0,1,0,12741,1996,0,1,0,,HUNTERS GREEN,4,4,445000,151.21,6/8/2018,8,6,2018,148.49,9/17/2018,17,9,2018,None,0,0,0,437000,101
403,Sold,17503 EDINBURGH DR,EDINBURGH DR,28.12485889,-82.3577509,4,4,0,4,3478,3,0,0,0,1,0,0,0,10664,1994,0,1,0,TRUE,HUNTERS GREEN,130,130,450000,129.38,7/26/2018,26,7,2018,125.79,8/21/2018,21,8,2018,None,0,0,0,437500,26
404,Sold,9214 MEADOW LANE CT,MEADOW LANE CT,28.14050507,-82.33379457,5,4,0,4,3182,2,0,0,0,0,0,1,0,13200,1996,1,1,0,,HUNTERS GREEN PH 2,187,187,450000,141.42,7/22/2016,22,7,2016,137.65,8/26/2016,26,8,2016,None,0,0,0,438000,35
405,Sold,18106 COURTNEY BREEZE DR,COURTNEY BREEZE DR,28.13856209,-82.33493171,4,3,1,4,3070,3,0,0,0,0,0,1,0,14378,1997,1,1,0,TRUE,HUNTERS GREEN PH 1,2,2,450000,146.58,5/3/2019,3,5,2019,143.32,6/3/2019,3,6,2019,None,0,0,0,440000,31
406,Sold,17505 EDINBURGH DR,EDINBURGH DR,28.12497623,-82.35778328,4,4,0,4,3431,3,0,0,0,1,0,0,0,9960,1991,0,1,0,,HUNTERS GREEN PA 3,14,14,447000,130.28,3/5/2019,5,3,2019,128.24,3/25/2019,25,3,2019,None,0,0,0,440000,20
407,Sold,8804 HEATHER GLEN CT,HEATHER GLEN CT,28.12289812,-82.35561358,4,3,0,3,3276,3,0,0,0,0,0,1,0,12616,1994,0,1,0,TRUE,HUNTERS GREEN HEATHER DOWNS,58,58,459000,140.11,6/3/2017,3,6,2017,134.31,7/13/2017,13,7,2017,None,0,0,0,440000,40
408,Sold,18142  REGENTS SQUARE DR ,REGENTS SQUARE DR,28.14120946,-82.33223032,4,2,1,3,3210,3,0,0,0,0,0,1,0,9000,1997,0,1,0,TRUE,HUNTERS GREEN,226,226,449900,140.16,7/22/2016,22,7,2016,137.88,8/22/2016,22,8,2016,None,0,0,0,442600,31
409,Sold,9108  WOODRIDGE RUN DR ,WOODRIDGE RUN DR,28.13583223,-82.34151308,4,3,1,4,3682,3,0,0,0,0,0,1,0,12150,1995,0,1,0,TRUE,HUNTERS GREEN,212,212,449000,121.94,10/23/2015,23,10,2015,120.86,12/1/2015,1,12,2015,None,0,0,0,445000,39
410,Sold,18106 COURTNEY BREEZE DR,COURTNEY BREEZE DR,28.13856209,-82.33493171,4,3,1,4,3070,3,0,0,0,0,0,1,0,14378,1997,1,1,0,TRUE,HUNTERS GREEN PH 1,318,318,435900,141.99,7/3/2017,3,7,2017,145.24,8/1/2017,1,8,2017,None,0,0,0,445900,29
411,Sold,9204  HIGHLAND RIDGE WAY ,HIGHLAND RIDGE WAY,28.13959816,-82.33833743,4,3,1,4,3081,3,0,0,0,0,0,1,0,16872,1998,0,1,0,,HUNTERS GREEN,93,93,479900,155.76,3/23/2015,23,3,2015,144.76,4/17/2015,17,4,2015,None,0,0,0,446000,25
412,Sold,9103 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13350273,-82.3446418,4,3,0,3,2597,2,0,0,0,0,0,1,0,17460,1994,1,1,0,TRUE,HUNTERS GREEN,34,34,449900,173.24,12/24/2018,24,12,2018,172.7,1/30/2019,30,1,2019,None,0,0,0,448500,37
413,Sold,9166 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13774472,-82.339046,4,3,0,3,3380,3,0,0,0,0,0,1,0,12148,1996,0,1,0,TRUE,HUNTERS GREEN,69,69,489000,144.67,4/5/2018,5,4,2018,133.14,5/7/2018,7,5,2018,None,0,0,0,450000,32
414,Sold,9112  WOODRIDGE RUN DR ,WOODRIDGE RUN DR,28.13568832,-82.34140676,4,3,0,3,2936,3,0,0,0,0,0,1,0,12878,1995,0,1,0,,HUNTERS GREEN,126,126,465000,158.38,6/26/2015,26,6,2015,153.27,8/14/2015,14,8,2015,None,0,0,0,450000,49
415,Sold,17807  OSPREY POINTE PL ,OSPREY POINTE PL,28.13146075,-82.34244454,4,4,1,5,3295,3,0,0,0,0,0,1,0,14911,1993,0,1,0,,HUNTERS GREEN PARCEL 15,62,62,455000,138.09,2/3/2015,3,2,2015,136.57,3/19/2015,19,3,2015,None,0,0,0,450000,44
416,Sold,9138  HIGHLAND RIDGE WAY ,HIGHLAND RIDGE WAY,28.13587454,-82.34248484,4,4,0,4,3680,3,0,0,0,0,0,1,0,12690,1996,0,1,0,TRUE,HUNTERS GREEN,192,192,484900,131.77,10/31/2015,31,10,2015,123.37,12/29/2015,29,12,2015,None,0,0,0,454000,59
417,Sold,8911  MAGNOLIA CHASE CIR ,MAGNOLIA CHASE CIR,28.13089481,-82.35211646,5,3,1,4,3646,3,0,0,0,0,0,1,0,16912,1995,0,1,0,TRUE,HUNTERS GREEN,128,128,499900,137.11,6/2/2015,2,6,2015,124.79,7/16/2015,16,7,2015,None,0,0,0,455000,44
418,Sold,9115 WOODRIDGE RUN DR,WOODRIDGE RUN DR,28.13555382,-82.34146248,4,3,0,3,2668,3,0,0,0,0,0,1,0,15618,1997,1,1,0,TRUE,HUNTERS GREEN PARCEL 13,18,18,465000,174.29,8/24/2018,24,8,2018,172.41,10/15/2018,15,10,2018,None,0,0,0,460000,52
419,Sold,9149 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13682795,-82.34025224,5,3,1,4,3093,3,0,0,0,0,0,1,0,12510,1998,0,1,0,TRUE,HUNTERS GREEN,94,94,484900,156.77,8/14/2017,14,8,2017,148.72,11/15/2017,15,11,2017,None,0,0,0,460000,93
420,Sold,18133 REGENTS SQUARE DR,REGENTS SQUARE DR,28.14132255,-82.33254533,4,3,1,4,3806,3,0,0,0,0,0,1,0,9796,1997,1,1,0,,HUNTERS GREEN PRCL 19 PH 2,26,26,469900,123.46,6/2/2017,2,6,2017,120.86,7/28/2017,28,7,2017,None,0,0,0,460000,56
421,Sold,17820 GREY BROOKE DR,GREY BROOKE DR,28.13140057,-82.34727261,4,3,2,5,3394,2,0,0,0,0,0,1,0,10660,1989,1,1,0,TRUE,HUNTERS GREEN FOX CHASE,32,32,470000,138.48,4/10/2017,10,4,2017,135.53,5/31/2017,31,5,2017,None,0,0,0,460000,51
422,Sold,9145 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13675343,-82.3405946,4,3,0,3,2839,2,0,0,0,0,0,1,0,16335,1997,0,1,0,FALSE,HUNTERS GREEN PRCL 13,26,26,464900,163.75,6/12/2019,12,6,2019,163.79,7/15/2019,15,7,2019,None,0,0,0,465000,33
423,Sold,9150 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13670162,-82.34094133,4,3,0,3,2753,3,0,1,0,0,0,1,0,12376,1995,0,1,0,TRUE,HUNTERS GREEN,75,75,479000,173.99,8/17/2019,17,8,2019,170.72,9/27/2019,27,9,2019,None,0,0,0,470000,41
424,Sold,17513 EDINBURGH DR,EDINBURGH DR,28.12615181,-82.35812243,6,4,0,4,3793,3,0,0,0,1,0,0,0,13200,1991,0,1,0,TRUE,HUNTERS GREEN PARCEL 3,6,6,479900,126.52,5/12/2019,12,5,2019,123.91,6/24/2019,24,6,2019,None,0,0,0,470000,43
425,Sold,9120 WOODRIDGE RUN DR,WOODRIDGE RUN DR,28.13555665,-82.34117309,4,3,0,3,3225,3,0,0,0,0,0,1,0,12150,1995,0,1,0,,HUNTERS GREEN,98,98,479900,148.81,5/17/2019,17,5,2019,145.74,6/18/2019,18,6,2019,None,0,0,0,470000,32
426,Sold,9338  DEER CREEK DR ,DEER CREEK DR,28.13356239,-82.33827658,6,4,1,5,3381,2,0,0,0,0,0,1,0,12325,1996,0,1,0,,HUNTERS GREEN PH 2,46,185,489900,144.9,5/8/2015,8,5,2015,139.01,5/26/2015,26,5,2015,None,0,0,0,470000,18
427,Sold,9167 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13784913,-82.33889082,5,3,1,4,3459,3,0,0,0,0,0,1,0,14040,1996,1,1,0,,HUNTERS GREEN,218,218,499990,144.55,8/29/2018,29,8,2018,137.32,9/21/2018,21,9,2018,None,0,0,0,475000,23
428,Sold,9138 HIGHLAND RIDGE WAY,HIGHLAND RIDGE WAY,28.13587454,-82.34248484,4,4,0,4,3680,3,0,0,0,0,0,1,0,12690,1996,0,1,0,TRUE,HUNTERS GREEN,191,191,500000,135.87,6/12/2018,12,6,2018,129.08,7/13/2018,13,7,2018,None,0,0,0,475000,31
429,Sold,17815  OSPREY POINTE PL ,OSPREY POINTE PL,28.13177994,-82.3425478,4,3,1,4,3350,3,0,0,0,0,0,1,0,17200,1995,0,1,0,TRUE,HUNTERS GREEN,20,20,495000,147.76,2/12/2015,12,2,2015,142.54,5/12/2015,12,5,2015,None,0,0,0,477500,89
430,Sold,9220 PINE ISLAND CT,PINE ISLAND CT,28.13999213,-82.34001144,4,3,0,3,3780,3,0,0,0,0,0,1,0,13950,1997,0,1,0,TRUE,HUNTERS GREEN,69,69,525000,138.89,6/25/2018,25,6,2018,126.46,7/6/2018,6,7,2018,None,0,0,0,478000,11
